geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
466,Mali,511,Total Population [1000],2013,16478,X,h,15302,,0.076852699
470,Malta,511,Total Population [1000],2000,397,X,h,408,,-0.026960784
470,Malta,511,Total Population [1000],2001,399,X,h,409,,-0.024449878
470,Malta,511,Total Population [1000],2002,401,X,h,410,,-0.02195122
470,Malta,511,Total Population [1000],2003,403,X,h,412,,-0.02184466
470,Malta,511,Total Population [1000],2004,405,X,h,413,,-0.01937046
470,Malta,511,Total Population [1000],2005,407,X,h,415,,-0.019277108
470,Malta,511,Total Population [1000],2006,409,X,h,417,,-0.019184652
470,Malta,511,Total Population [1000],2007,410,X,h,419,,-0.021479714
470,Malta,511,Total Population [1000],2008,412,X,h,421,,-0.021377672
470,Malta,511,Total Population [1000],2009,414,X,h,423,,-0.021276596
470,Malta,511,Total Population [1000],2010,416,X,h,425,,-0.021176471
470,Malta,511,Total Population [1000],2011,418,X,h,426,,-0.018779343
470,Malta,511,Total Population [1000],2012,421,X,h,428,,-0.01635514
470,Malta,511,Total Population [1000],2013,423,X,h,429,,-0.013986014
478,Mauritania,511,Total Population [1000],2000,2709,X,h,2708,,0.000369276
478,Mauritania,511,Total Population [1000],2001,2791,X,h,2791,,0
478,Mauritania,511,Total Population [1000],2002,2873,X,h,2877,,-0.001390337
478,Mauritania,511,Total Population [1000],2003,2957,X,h,2966,,-0.00303439
478,Mauritania,511,Total Population [1000],2004,3043,X,h,3055,,-0.003927987
478,Mauritania,511,Total Population [1000],2005,3131,X,h,3146,,-0.004767959
478,Mauritania,511,Total Population [1000],2006,3221,X,h,3238,,-0.005250154
478,Mauritania,511,Total Population [1000],2007,3313,X,h,3330,,-0.005105105
478,Mauritania,511,Total Population [1000],2008,3408,X,h,3423,,-0.004382121
478,Mauritania,511,Total Population [1000],2009,3506,X,h,3516,,-0.002844141
478,Mauritania,511,Total Population [1000],2010,3610,X,h,3609,,0.000277085
478,Mauritania,511,Total Population [1000],2011,3718,X,h,3703,,0.00405077
478,Mauritania,511,Total Population [1000],2012,3830,X,h,3796,,0.008956797
478,Mauritania,511,Total Population [1000],2013,3946,X,h,3890,,0.014395887
480,Mauritius,511,Total Population [1000],2000,1185,X,h,1185,,0
480,Mauritius,511,Total Population [1000],2001,1194,X,h,1193,,0.000838223
480,Mauritius,511,Total Population [1000],2002,1202,X,h,1199,,0.002502085
480,Mauritius,511,Total Population [1000],2003,1209,X,h,1204,,0.004152824
480,Mauritius,511,Total Population [1000],2004,1216,X,h,1209,,0.005789909
480,Mauritius,511,Total Population [1000],2005,1222,X,h,1213,,0.007419621
480,Mauritius,511,Total Population [1000],2006,1228,X,h,1217,,0.00903862
480,Mauritius,511,Total Population [1000],2007,1234,X,h,1220,,0.01147541
480,Mauritius,511,Total Population [1000],2008,1239,X,h,1223,,0.013082584
480,Mauritius,511,Total Population [1000],2009,1244,X,h,1227,,0.013854931
480,Mauritius,511,Total Population [1000],2010,1248,X,h,1231,,0.013809911
480,Mauritius,511,Total Population [1000],2011,1251,X,h,1235,,0.012955466
480,Mauritius,511,Total Population [1000],2012,1253,X,h,1240,,0.010483871
480,Mauritius,511,Total Population [1000],2013,1255,X,h,1244,,0.008842444
484,Mexico,511,Total Population [1000],2000,101720,X,h,103874,,-0.020736662
484,Mexico,511,Total Population [1000],2001,103067,X,h,105340,,-0.021577748
484,Mexico,511,Total Population [1000],2002,104356,X,h,106724,,-0.022188074
484,Mexico,511,Total Population [1000],2003,105640,X,h,108056,,-0.022358777
484,Mexico,511,Total Population [1000],2004,106996,X,h,109382,,-0.021813461
484,Mexico,511,Total Population [1000],2005,108472,X,h,110732,,-0.020409638
484,Mexico,511,Total Population [1000],2006,110092,X,h,112117,,-0.018061489
484,Mexico,511,Total Population [1000],2007,111836,X,h,113530,,-0.014921166
484,Mexico,511,Total Population [1000],2008,113662,X,h,114968,,-0.011359683
484,Mexico,511,Total Population [1000],2009,115505,X,h,116423,,-0.00788504
484,Mexico,511,Total Population [1000],2010,117319,X,h,117886,,-0.004809731
484,Mexico,511,Total Population [1000],2011,119090,X,h,119361,,-0.002270423
484,Mexico,511,Total Population [1000],2012,120828,X,h,120847,,-0.000157224
484,Mexico,511,Total Population [1000],2013,122536,X,h,122332,,0.001667593
496,Mongolia,511,Total Population [1000],2000,2397,X,h,2397,,0
496,Mongolia,511,Total Population [1000],2001,2420,X,h,2420,,0
496,Mongolia,511,Total Population [1000],2002,2444,X,h,2443,,0.000409333
496,Mongolia,511,Total Population [1000],2003,2469,X,h,2469,,0
496,Mongolia,511,Total Population [1000],2004,2497,X,h,2496,,0.000400641
496,Mongolia,511,Total Population [1000],2005,2526,X,h,2527,,-0.000395726
496,Mongolia,511,Total Population [1000],2006,2558,X,h,2559,,-0.000390778
496,Mongolia,511,Total Population [1000],2007,2592,X,h,2595,,-0.001156069
496,Mongolia,511,Total Population [1000],2008,2628,X,h,2633,,-0.001898975
496,Mongolia,511,Total Population [1000],2009,2668,X,h,2672,,-0.001497006
496,Mongolia,511,Total Population [1000],2010,2713,X,h,2713,,0
496,Mongolia,511,Total Population [1000],2011,2762,X,h,2754,,0.002904866
496,Mongolia,511,Total Population [1000],2012,2814,X,h,2796,,0.006437768
496,Mongolia,511,Total Population [1000],2013,2869,X,h,2839,,0.010567101
498,Republic of Moldova,511,Total Population [1000],2000,4201,X,h,4107,,0.022887753
498,Republic of Moldova,511,Total Population [1000],2001,4186,X,h,4041,,0.035882207
498,Republic of Moldova,511,Total Population [1000],2002,4177,X,h,3969,,0.052406148
498,Republic of Moldova,511,Total Population [1000],2003,4172,X,h,3896,,0.070841889
498,Republic of Moldova,511,Total Population [1000],2004,4166,X,h,3828,,0.088296761
498,Republic of Moldova,511,Total Population [1000],2005,4158,X,h,3767,,0.103796124
498,Republic of Moldova,511,Total Population [1000],2006,4145,X,h,3716,,0.115446717
498,Republic of Moldova,511,Total Population [1000],2007,4129,X,h,3673,,0.124149197
498,Republic of Moldova,511,Total Population [1000],2008,4111,X,h,3637,,0.130327193
498,Republic of Moldova,511,Total Population [1000],2009,4096,X,h,3604,,0.136514983
498,Republic of Moldova,511,Total Population [1000],2010,4084,X,h,3573,,0.143017072
498,Republic of Moldova,511,Total Population [1000],2011,4077,X,h,3543,,0.150719729
498,Republic of Moldova,511,Total Population [1000],2012,4074,X,h,3514,,0.15936255
498,Republic of Moldova,511,Total Population [1000],2013,4072,X,h,3487,,0.167765988
499,Montenegro,511,Total Population [1000],2006,618,X,h,617,,0.001620746
499,Montenegro,511,Total Population [1000],2007,619,X,h,618,,0.001618123
499,Montenegro,511,Total Population [1000],2008,621,X,h,619,,0.003231018
499,Montenegro,511,Total Population [1000],2009,623,X,h,619,,0.006462036
499,Montenegro,511,Total Population [1000],2010,624,X,h,620,,0.006451613
499,Montenegro,511,Total Population [1000],2011,625,X,h,621,,0.006441224
499,Montenegro,511,Total Population [1000],2012,626,X,h,621,,0.00805153
499,Montenegro,511,Total Population [1000],2013,627,X,h,621,,0.009661836
50,Bangladesh,511,Total Population [1000],2000,131581,X,h,132383,,-0.00605818
50,Bangladesh,511,Total Population [1000],2001,134107,X,h,134730,,-0.004624063
50,Bangladesh,511,Total Population [1000],2002,136601,X,h,137006,,-0.002956075
50,Bangladesh,511,Total Population [1000],2003,139019,X,h,139186,,-0.001199833
50,Bangladesh,511,Total Population [1000],2004,141307,X,h,141235,,0.000509789
50,Bangladesh,511,Total Population [1000],2005,143431,X,h,143135,,0.002067978
50,Bangladesh,511,Total Population [1000],2006,145368,X,h,144869,,0.003444491
50,Bangladesh,511,Total Population [1000],2007,147139,X,h,146457,,0.004656657
50,Bangladesh,511,Total Population [1000],2008,148806,X,h,147970,,0.005649794
50,Bangladesh,511,Total Population [1000],2009,150455,X,h,149503,,0.006367765
50,Bangladesh,511,Total Population [1000],2010,152149,X,h,151125,,0.006775848
50,Bangladesh,511,Total Population [1000],2011,153912,X,h,152862,,0.006868941
50,Bangladesh,511,Total Population [1000],2012,155727,X,h,154695,,0.006671192
50,Bangladesh,511,Total Population [1000],2013,157571,X,h,156595,,0.006232638
504,Morocco,511,Total Population [1000],2000,28850,X,h,28710,,0.00487635
504,Morocco,511,Total Population [1000],2001,29182,X,h,29021,,0.005547707
504,Morocco,511,Total Population [1000],2002,29512,X,h,29311,,0.006857494
504,Morocco,511,Total Population [1000],2003,29844,X,h,29587,,0.008686247
504,Morocco,511,Total Population [1000],2004,30179,X,h,29856,,0.010818596
504,Morocco,511,Total Population [1000],2005,30521,X,h,30125,,0.013145228
504,Morocco,511,Total Population [1000],2006,30869,X,h,30395,,0.01559467
504,Morocco,511,Total Population [1000],2007,31226,X,h,30667,,0.018228063
504,Morocco,511,Total Population [1000],2008,31597,X,h,30955,,0.020739784
504,Morocco,511,Total Population [1000],2009,31990,X,h,31277,,0.022796304
504,Morocco,511,Total Population [1000],2010,32410,X,h,31642,,0.024271538
504,Morocco,511,Total Population [1000],2011,32859,X,h,32059,,0.024953991
504,Morocco,511,Total Population [1000],2012,33334,X,h,32521,,0.024999231
504,Morocco,511,Total Population [1000],2013,33825,X,h,33008,,0.024751575
508,Mozambique,511,Total Population [1000],2000,18068,X,h,18276,,-0.011381046
508,Mozambique,511,Total Population [1000],2001,18589,X,h,18786,,-0.010486533
508,Mozambique,511,Total Population [1000],2002,19140,X,h,19320,,-0.00931677
508,Mozambique,511,Total Population [1000],2003,19717,X,h,19873,,-0.007849847
508,Mozambique,511,Total Population [1000],2004,20313,X,h,20439,,-0.006164685
508,Mozambique,511,Total Population [1000],2005,20923,X,h,21010,,-0.004140885
508,Mozambique,511,Total Population [1000],2006,21547,X,h,21587,,-0.001852967
508,Mozambique,511,Total Population [1000],2007,22188,X,h,22171,,0.000766767
508,Mozambique,511,Total Population [1000],2008,22847,X,h,22763,,0.003690199
508,Mozambique,511,Total Population [1000],2009,23524,X,h,23361,,0.006977441
508,Mozambique,511,Total Population [1000],2010,24221,X,h,23967,,0.010597905
508,Mozambique,511,Total Population [1000],2011,24939,X,h,24581,,0.014564094
508,Mozambique,511,Total Population [1000],2012,25677,X,h,25203,,0.018807285
508,Mozambique,511,Total Population [1000],2013,26434,X,h,25834,,0.023225207
51,Armenia,511,Total Population [1000],2000,3070,X,h,3076,,-0.001950585
51,Armenia,511,Total Population [1000],2001,3051,X,h,3060,,-0.002941176
51,Armenia,511,Total Population [1000],2002,3034,X,h,3047,,-0.004266492
51,Armenia,511,Total Population [1000],2003,3018,X,h,3036,,-0.005928854
51,Armenia,511,Total Population [1000],2004,3001,X,h,3026,,-0.008261732
51,Armenia,511,Total Population [1000],2005,2981,X,h,3015,,-0.011276949
51,Armenia,511,Total Population [1000],2006,2959,X,h,3003,,-0.014652015
51,Armenia,511,Total Population [1000],2007,2933,X,h,2990,,-0.019063545
51,Armenia,511,Total Population [1000],2008,2908,X,h,2977,,-0.023177696
51,Armenia,511,Total Population [1000],2009,2889,X,h,2968,,-0.026617251
51,Armenia,511,Total Population [1000],2010,2877,X,h,2963,,-0.029024637
51,Armenia,511,Total Population [1000],2011,2876,X,h,2964,,-0.029689609
51,Armenia,511,Total Population [1000],2012,2882,X,h,2969,,-0.029302796
51,Armenia,511,Total Population [1000],2013,2894,X,h,2977,,-0.027880417
512,Oman,511,Total Population [1000],2000,2268,X,h,2193,,0.034199726
512,Oman,511,Total Population [1000],2001,2295,X,h,2239,,0.025011166
512,Oman,511,Total Population [1000],2002,2334,X,h,2308,,0.011265165
512,Oman,511,Total Population [1000],2003,2385,X,h,2389,,-0.001674341
512,Oman,511,Total Population [1000],2004,2445,X,h,2464,,-0.007711039
512,Oman,511,Total Population [1000],2005,2511,X,h,2522,,-0.004361618
512,Oman,511,Total Population [1000],2006,2583,X,h,2555,,0.010958904
512,Oman,511,Total Population [1000],2007,2663,X,h,2570,,0.03618677
512,Oman,511,Total Population [1000],2008,2759,X,h,2594,,0.063608327
512,Oman,511,Total Population [1000],2009,2883,X,h,2663,,0.082613594
512,Oman,511,Total Population [1000],2010,3041,X,h,2803,,0.084909026
512,Oman,511,Total Population [1000],2011,3237,X,h,3025,,0.070082645
512,Oman,511,Total Population [1000],2012,3465,X,h,3314,,0.045564273
512,Oman,511,Total Population [1000],2013,3711,X,h,3632,,0.021751101
516,Namibia,511,Total Population [1000],2000,1899,X,h,1898,,0.00052687
516,Namibia,511,Total Population [1000],2001,1934,X,h,1931,,0.001553599
516,Namibia,511,Total Population [1000],2002,1962,X,h,1958,,0.002042901
516,Namibia,511,Total Population [1000],2003,1987,X,h,1981,,0.003028773
516,Namibia,511,Total Population [1000],2004,2009,X,h,2003,,0.002995507
516,Namibia,511,Total Population [1000],2005,2032,X,h,2027,,0.0024667
516,Namibia,511,Total Population [1000],2006,2056,X,h,2053,,0.001461276
516,Namibia,511,Total Population [1000],2007,2080,X,h,2081,,-0.000480538
516,Namibia,511,Total Population [1000],2008,2106,X,h,2111,,-0.002368546
516,Namibia,511,Total Population [1000],2009,2137,X,h,2143,,-0.002799813
516,Namibia,511,Total Population [1000],2010,2173,X,h,2179,,-0.002753557
516,Namibia,511,Total Population [1000],2011,2216,X,h,2218,,-0.000901713
516,Namibia,511,Total Population [1000],2012,2264,X,h,2259,,0.002213369
516,Namibia,511,Total Population [1000],2013,2317,X,h,2303,,0.006079027
52,Barbados,511,Total Population [1000],2000,270,X,h,267,,0.011235955
52,Barbados,511,Total Population [1000],2001,271,X,h,268,,0.01119403
52,Barbados,511,Total Population [1000],2002,271,X,h,270,,0.003703704
52,Barbados,511,Total Population [1000],2003,272,X,h,271,,0.003690037
52,Barbados,511,Total Population [1000],2004,273,X,h,272,,0.003676471
52,Barbados,511,Total Population [1000],2005,274,X,h,274,,0
52,Barbados,511,Total Population [1000],2006,275,X,h,275,,0
52,Barbados,511,Total Population [1000],2007,276,X,h,276,,0
52,Barbados,511,Total Population [1000],2008,277,X,h,278,,-0.003597122
52,Barbados,511,Total Population [1000],2009,278,X,h,279,,-0.003584229
52,Barbados,511,Total Population [1000],2010,280,X,h,280,,0
52,Barbados,511,Total Population [1000],2011,281,X,h,282,,-0.003546099
52,Barbados,511,Total Population [1000],2012,282,X,h,283,,-0.003533569
52,Barbados,511,Total Population [1000],2013,283,X,h,285,,-0.007017544
524,Nepal,511,Total Population [1000],2000,23741,X,h,23184,,0.02402519
524,Nepal,511,Total Population [1000],2001,24162,X,h,23655,,0.021433101
524,Nepal,511,Total Population [1000],2002,24566,X,h,24103,,0.019209227
524,Nepal,511,Total Population [1000],2003,24951,X,h,24526,,0.017328549
524,Nepal,511,Total Population [1000],2004,25309,X,h,24922,,0.015528449
524,Nepal,511,Total Population [1000],2005,25640,X,h,25292,,0.013759291
524,Nepal,511,Total Population [1000],2006,25941,X,h,25634,,0.011976282
524,Nepal,511,Total Population [1000],2007,26215,X,h,25950,,0.010211946
524,Nepal,511,Total Population [1000],2008,26476,X,h,26249,,0.008647948
524,Nepal,511,Total Population [1000],2009,26741,X,h,26545,,0.007383688
524,Nepal,511,Total Population [1000],2010,27023,X,h,26846,,0.006593161
524,Nepal,511,Total Population [1000],2011,27327,X,h,27156,,0.006296951
524,Nepal,511,Total Population [1000],2012,27650,X,h,27474,,0.006406057
524,Nepal,511,Total Population [1000],2013,27985,X,h,27797,,0.00676332
528,Netherlands,511,Total Population [1000],2000,15926,X,h,15860,,0.004161412
528,Netherlands,511,Total Population [1000],2001,16018,X,h,15950,,0.004263323
528,Netherlands,511,Total Population [1000],2002,16110,X,h,16042,,0.004238873
528,Netherlands,511,Total Population [1000],2003,16201,X,h,16134,,0.004152721
528,Netherlands,511,Total Population [1000],2004,16287,X,h,16221,,0.0040688
528,Netherlands,511,Total Population [1000],2005,16367,X,h,16302,,0.003987241
528,Netherlands,511,Total Population [1000],2006,16440,X,h,16376,,0.003908158
528,Netherlands,511,Total Population [1000],2007,16507,X,h,16443,,0.003892234
528,Netherlands,511,Total Population [1000],2008,16569,X,h,16504,,0.003938439
528,Netherlands,511,Total Population [1000],2009,16627,X,h,16561,,0.003985267
528,Netherlands,511,Total Population [1000],2010,16683,X,h,16615,,0.004092687
528,Netherlands,511,Total Population [1000],2011,16737,X,h,16666,,0.00426017
528,Netherlands,511,Total Population [1000],2012,16789,X,h,16714,,0.004487256
528,Netherlands,511,Total Population [1000],2013,16840,X,h,16759,,0.004833224
540,New Caledonia,511,Total Population [1000],2000,213,X,h,210,,0.014285714
540,New Caledonia,511,Total Population [1000],2001,217,X,h,214,,0.014018692
540,New Caledonia,511,Total Population [1000],2002,221,X,h,218,,0.013761468
540,New Caledonia,511,Total Population [1000],2003,225,X,h,221,,0.018099548
540,New Caledonia,511,Total Population [1000],2004,229,X,h,225,,0.017777778
540,New Caledonia,511,Total Population [1000],2005,233,X,h,229,,0.017467249
540,New Caledonia,511,Total Population [1000],2006,236,X,h,232,,0.017241379
540,New Caledonia,511,Total Population [1000],2007,240,X,h,236,,0.016949153
540,New Caledonia,511,Total Population [1000],2008,244,X,h,239,,0.020920502
540,New Caledonia,511,Total Population [1000],2009,247,X,h,243,,0.016460905
540,New Caledonia,511,Total Population [1000],2010,251,X,h,246,,0.020325203
540,New Caledonia,511,Total Population [1000],2011,255,X,h,250,,0.02
540,New Caledonia,511,Total Population [1000],2012,258,X,h,253,,0.019762846
540,New Caledonia,511,Total Population [1000],2013,262,X,h,256,,0.0234375
548,Vanuatu,511,Total Population [1000],2000,185,X,h,185,,0
548,Vanuatu,511,Total Population [1000],2001,189,X,h,189,,0
548,Vanuatu,511,Total Population [1000],2002,194,X,h,194,,0
548,Vanuatu,511,Total Population [1000],2003,199,X,h,199,,0
548,Vanuatu,511,Total Population [1000],2004,204,X,h,204,,0
548,Vanuatu,511,Total Population [1000],2005,209,X,h,209,,0
548,Vanuatu,511,Total Population [1000],2006,215,X,h,215,,0
548,Vanuatu,511,Total Population [1000],2007,220,X,h,220,,0
548,Vanuatu,511,Total Population [1000],2008,225,X,h,225,,0
548,Vanuatu,511,Total Population [1000],2009,231,X,h,231,,0
548,Vanuatu,511,Total Population [1000],2010,236,X,h,236,,0
548,Vanuatu,511,Total Population [1000],2011,242,X,h,242,,0
548,Vanuatu,511,Total Population [1000],2012,247,X,h,247,,0
548,Vanuatu,511,Total Population [1000],2013,253,X,h,253,,0
554,New Zealand,511,Total Population [1000],2000,3859,X,h,3858,,0.000259202
554,New Zealand,511,Total Population [1000],2001,3908,X,h,3907,,0.000255951
554,New Zealand,511,Total Population [1000],2002,3963,X,h,3962,,0.000252398
554,New Zealand,511,Total Population [1000],2003,4022,X,h,4021,,0.000248694
554,New Zealand,511,Total Population [1000],2004,4080,X,h,4079,,0.000245158
554,New Zealand,511,Total Population [1000],2005,4135,X,h,4134,,0.000241896
554,New Zealand,511,Total Population [1000],2006,4186,X,h,4185,,0.000238949
554,New Zealand,511,Total Population [1000],2007,4233,X,h,4233,,0
554,New Zealand,511,Total Population [1000],2008,4278,X,h,4278,,0
554,New Zealand,511,Total Population [1000],2009,4323,X,h,4323,,0
554,New Zealand,511,Total Population [1000],2010,4370,X,h,4368,,0.000457875
554,New Zealand,511,Total Population [1000],2011,4418,X,h,4414,,0.000906208
554,New Zealand,511,Total Population [1000],2012,4468,X,h,4460,,0.001793722
554,New Zealand,511,Total Population [1000],2013,4518,X,h,4506,,0.002663116
558,Nicaragua,511,Total Population [1000],2000,5027,X,h,5101,,-0.014506959
558,Nicaragua,511,Total Population [1000],2001,5101,X,h,5177,,-0.014680317
558,Nicaragua,511,Total Population [1000],2002,5172,X,h,5249,,-0.014669461
558,Nicaragua,511,Total Population [1000],2003,5241,X,h,5318,,-0.014479127
558,Nicaragua,511,Total Population [1000],2004,5310,X,h,5386,,-0.014110657
558,Nicaragua,511,Total Population [1000],2005,5379,X,h,5455,,-0.013932172
558,Nicaragua,511,Total Population [1000],2006,5450,X,h,5525,,-0.013574661
558,Nicaragua,511,Total Population [1000],2007,5522,X,h,5596,,-0.013223731
558,Nicaragua,511,Total Population [1000],2008,5595,X,h,5668,,-0.012879323
558,Nicaragua,511,Total Population [1000],2009,5667,X,h,5743,,-0.013233502
558,Nicaragua,511,Total Population [1000],2010,5738,X,h,5822,,-0.014428032
558,Nicaragua,511,Total Population [1000],2011,5808,X,h,5905,,-0.016426757
558,Nicaragua,511,Total Population [1000],2012,5877,X,h,5992,,-0.019192256
558,Nicaragua,511,Total Population [1000],2013,5946,X,h,6080,,-0.022039474
56,Belgium,511,Total Population [1000],2000,10282,X,h,10268,,0.001363459
56,Belgium,511,Total Population [1000],2001,10319,X,h,10301,,0.001747403
56,Belgium,511,Total Population [1000],2002,10365,X,h,10339,,0.00251475
56,Belgium,511,Total Population [1000],2003,10419,X,h,10385,,0.003273953
56,Belgium,511,Total Population [1000],2004,10480,X,h,10441,,0.003735274
56,Belgium,511,Total Population [1000],2005,10547,X,h,10508,,0.003711458
56,Belgium,511,Total Population [1000],2006,10620,X,h,10588,,0.003022289
56,Belgium,511,Total Population [1000],2007,10698,X,h,10678,,0.00187301
56,Belgium,511,Total Population [1000],2008,10779,X,h,10773,,0.000556948
56,Belgium,511,Total Population [1000],2009,10860,X,h,10862,,-0.000184128
56,Belgium,511,Total Population [1000],2010,10939,X,h,10941,,-0.000182799
56,Belgium,511,Total Population [1000],2011,11013,X,h,11007,,0.000545108
56,Belgium,511,Total Population [1000],2012,11084,X,h,11060,,0.002169982
56,Belgium,511,Total Population [1000],2013,11152,X,h,11104,,0.004322767
562,Niger,511,Total Population [1000],2000,11353,X,h,10990,,0.033030027
562,Niger,511,Total Population [1000],2001,11772,X,h,11396,,0.032994033
562,Niger,511,Total Population [1000],2002,12206,X,h,11817,,0.032918676
562,Niger,511,Total Population [1000],2003,12657,X,h,12254,,0.03288722
562,Niger,511,Total Population [1000],2004,13127,X,h,12709,,0.032890078
562,Niger,511,Total Population [1000],2005,13618,X,h,13184,,0.032918689
562,Niger,511,Total Population [1000],2006,14132,X,h,13680,,0.033040936
562,Niger,511,Total Population [1000],2007,14668,X,h,14197,,0.033176023
562,Niger,511,Total Population [1000],2008,15229,X,h,14738,,0.03331524
562,Niger,511,Total Population [1000],2009,15814,X,h,15303,,0.033392145
562,Niger,511,Total Population [1000],2010,16426,X,h,15894,,0.03347175
562,Niger,511,Total Population [1000],2011,17065,X,h,16511,,0.033553389
562,Niger,511,Total Population [1000],2012,17732,X,h,17157,,0.033514018
562,Niger,511,Total Population [1000],2013,18426,X,h,17831,,0.033368852
566,Nigeria,511,Total Population [1000],2000,122352,X,h,122877,,-0.004272565
566,Nigeria,511,Total Population [1000],2001,125463,X,h,126005,,-0.004301417
566,Nigeria,511,Total Population [1000],2002,128667,X,h,129225,,-0.00431805
566,Nigeria,511,Total Population [1000],2003,131973,X,h,132550,,-0.004353074
566,Nigeria,511,Total Population [1000],2004,135394,X,h,135999,,-0.004448562
566,Nigeria,511,Total Population [1000],2005,138939,X,h,139586,,-0.004635135
566,Nigeria,511,Total Population [1000],2006,142614,X,h,143315,,-0.004891323
566,Nigeria,511,Total Population [1000],2007,146417,X,h,147187,,-0.00523144
566,Nigeria,511,Total Population [1000],2008,150347,X,h,151208,,-0.005694143
566,Nigeria,511,Total Population [1000],2009,154402,X,h,155381,,-0.006300642
566,Nigeria,511,Total Population [1000],2010,158578,X,h,159708,,-0.007075413
566,Nigeria,511,Total Population [1000],2011,162877,X,h,164193,,-0.008014958
566,Nigeria,511,Total Population [1000],2012,167297,X,h,168834,,-0.009103617
566,Nigeria,511,Total Population [1000],2013,171829,X,h,173615,,-0.01028713
578,Norway,511,Total Population [1000],2000,4499,X,h,4492,,0.001558326
578,Norway,511,Total Population [1000],2001,4523,X,h,4515,,0.001771872
578,Norway,511,Total Population [1000],2002,4546,X,h,4537,,0.00198369
578,Norway,511,Total Population [1000],2003,4570,X,h,4560,,0.002192982
578,Norway,511,Total Population [1000],2004,4598,X,h,4588,,0.002179599
578,Norway,511,Total Population [1000],2005,4632,X,h,4624,,0.001730104
578,Norway,511,Total Population [1000],2006,4673,X,h,4669,,0.000856714
578,Norway,511,Total Population [1000],2007,4720,X,h,4721,,-0.00021182
578,Norway,511,Total Population [1000],2008,4771,X,h,4778,,-0.001465048
578,Norway,511,Total Population [1000],2009,4827,X,h,4836,,-0.001861042
578,Norway,511,Total Population [1000],2010,4886,X,h,4891,,-0.001022286
578,Norway,511,Total Population [1000],2011,4948,X,h,4944,,0.000809061
578,Norway,511,Total Population [1000],2012,5012,X,h,4994,,0.003604325
578,Norway,511,Total Population [1000],2013,5077,X,h,5043,,0.006742019
586,Pakistan,511,Total Population [1000],2000,138523,X,h,143832,,-0.036911119
586,Pakistan,511,Total Population [1000],2001,141601,X,h,146857,,-0.035789918
586,Pakistan,511,Total Population [1000],2002,144654,X,h,149694,,-0.033668684
586,Pakistan,511,Total Population [1000],2003,147703,X,h,152420,,-0.030947382
586,Pakistan,511,Total Population [1000],2004,150780,X,h,155151,,-0.028172554
586,Pakistan,511,Total Population [1000],2005,153910,X,h,157971,,-0.02570725
586,Pakistan,511,Total Population [1000],2006,157094,X,h,160906,,-0.023690851
586,Pakistan,511,Total Population [1000],2007,160333,X,h,163928,,-0.02193036
586,Pakistan,511,Total Population [1000],2008,163645,X,h,167008,,-0.02013676
586,Pakistan,511,Total Population [1000],2009,167050,X,h,170094,,-0.017895987
586,Pakistan,511,Total Population [1000],2010,170560,X,h,173149,,-0.01495244
586,Pakistan,511,Total Population [1000],2011,174184,X,h,176166,,-0.011250752
586,Pakistan,511,Total Population [1000],2012,177912,X,h,179160,,-0.006965841
586,Pakistan,511,Total Population [1000],2013,181713,X,h,182143,,-0.002360782
591,Panama,511,Total Population [1000],2000,3030,X,h,3055,,-0.008183306
591,Panama,511,Total Population [1000],2001,3090,X,h,3116,,-0.008344031
591,Panama,511,Total Population [1000],2002,3149,X,h,3178,,-0.009125236
591,Panama,511,Total Population [1000],2003,3209,X,h,3241,,-0.009873496
591,Panama,511,Total Population [1000],2004,3270,X,h,3303,,-0.009990917
591,Panama,511,Total Population [1000],2005,3330,X,h,3366,,-0.010695187
591,Panama,511,Total Population [1000],2006,3392,X,h,3429,,-0.010790318
591,Panama,511,Total Population [1000],2007,3454,X,h,3491,,-0.010598682
591,Panama,511,Total Population [1000],2008,3516,X,h,3553,,-0.010413735
591,Panama,511,Total Population [1000],2009,3579,X,h,3616,,-0.010232301
591,Panama,511,Total Population [1000],2010,3643,X,h,3678,,-0.009516041
591,Panama,511,Total Population [1000],2011,3708,X,h,3740,,-0.00855615
591,Panama,511,Total Population [1000],2012,3773,X,h,3802,,-0.007627564
591,Panama,511,Total Population [1000],2013,3838,X,h,3864,,-0.006728778
60,Bermuda,511,Total Population [1000],2000,64,X,h,63,,0.015873016
60,Bermuda,511,Total Population [1000],2001,64,X,h,63,,0.015873016
60,Bermuda,511,Total Population [1000],2002,65,X,h,63,,0.031746032
60,Bermuda,511,Total Population [1000],2003,65,X,h,64,,0.015625
60,Bermuda,511,Total Population [1000],2004,65,X,h,64,,0.015625
60,Bermuda,511,Total Population [1000],2005,65,X,h,64,,0.015625
60,Bermuda,511,Total Population [1000],2006,65,X,h,64,,0.015625
60,Bermuda,511,Total Population [1000],2007,65,X,h,65,,0
60,Bermuda,511,Total Population [1000],2008,65,X,h,65,,0
60,Bermuda,511,Total Population [1000],2009,64,X,h,65,,-0.015384615
60,Bermuda,511,Total Population [1000],2010,64,X,h,65,,-0.015384615
60,Bermuda,511,Total Population [1000],2011,64,X,h,65,,-0.015384615
60,Bermuda,511,Total Population [1000],2012,63,X,h,65,,-0.030769231
60,Bermuda,511,Total Population [1000],2013,63,X,h,65,,-0.030769231
